"species","lat","lon"
"Bertholletia excelsa",-0.5473,-52.22466
"Bertholletia excelsa",-0.54728,-52.22464
"Bertholletia excelsa",-0.5472,-52.22473
"Bertholletia excelsa",-0.54717,-52.22474
"Bertholletia excelsa",-0.54708,-52.22482
"Bertholletia excelsa",-0.54739,-52.2244
"Bertholletia excelsa",-0.54745,-52.22431
"Bertholletia excelsa",-0.54742,-52.22428
"Bertholletia excelsa",-0.54746,-52.22418
"Bertholletia excelsa",-0.54744,-52.22422
"Bertholletia excelsa",-0.54781,-52.22411
"Bertholletia excelsa",-0.54793,-52.22415
"Bertholletia excelsa",-0.54788,-52.22417
"Bertholletia excelsa",-0.54782,-52.22434
"Bertholletia excelsa",-0.54794,-52.22435
"Bertholletia excelsa",-0.54845,-52.22432
"Bertholletia excelsa",-0.54851,-52.22427
"Bertholletia excelsa",-0.54864,-52.22407
"Bertholletia excelsa",-0.54852,-52.22399
"Bertholletia excelsa",-0.54853,-52.22397
"Bertholletia excelsa",-0.54893,-52.22368
"Bertholletia excelsa",-0.54894,-52.22367
"Bertholletia excelsa",-0.54888,-52.22351
"Bertholletia excelsa",-0.54893,-52.22335
"Bertholletia excelsa",-0.54895,-52.2233
"Bertholletia excelsa",-0.54896,-52.22329
"Bertholletia excelsa",-0.54887,-52.22325
"Bertholletia excelsa",-0.54883,-52.22325
"Bertholletia excelsa",-0.54879,-52.22329
"Bertholletia excelsa",-0.5491,-52.22328
"Bertholletia excelsa",-0.54935,-52.22296
"Bertholletia excelsa",-0.54933,-52.2229
"Bertholletia excelsa",-0.54928,-52.2228
"Bertholletia excelsa",-0.54931,-52.2228
"Bertholletia excelsa",-0.54946,-52.22259
"Bertholletia excelsa",-0.54978,-52.22244
"Bertholletia excelsa",-0.55024,-52.22249
"Bertholletia excelsa",-0.55026,-52.22249
"Bertholletia excelsa",-0.55044,-52.22245
"Bertholletia excelsa",-0.55006,-52.22263
"Bertholletia excelsa",-0.54988,-52.22326
"Bertholletia excelsa",-0.54961,-52.2232
"Bertholletia excelsa",-0.5496,-52.2232
"Bertholletia excelsa",-0.54932,-52.22331
"Bertholletia excelsa",-0.54937,-52.22341
"Bertholletia excelsa",-0.54915,-52.22376
"Bertholletia excelsa",-0.54922,-52.22387
"Bertholletia excelsa",-0.54928,-52.22386
"Bertholletia excelsa",-0.54935,-52.22388
"Bertholletia excelsa",-0.5494,-52.22388
"Bertholletia excelsa",-0.54944,-52.22394
"Bertholletia excelsa",-0.55045,-52.22368
"Bertholletia excelsa",-0.55057,-52.22369
"Bertholletia excelsa",-0.55099,-52.22361
"Bertholletia excelsa",-0.55113,-52.22329
"Bertholletia excelsa",-0.5514,-52.22333
"Bertholletia excelsa",-0.55138,-52.22312
"Bertholletia excelsa",-0.55111,-52.223
"Bertholletia excelsa",-0.55105,-52.22296
"Bertholletia excelsa",-0.55088,-52.22293
"Bertholletia excelsa",-0.55084,-52.22295
"Bertholletia excelsa",-0.55068,-52.2231
"Bertholletia excelsa",-0.55069,-52.22303
"Bertholletia excelsa",-0.55072,-52.22294
"Bertholletia excelsa",-0.55053,-52.22315
"Bertholletia excelsa",-0.54994,-52.22326
"Bertholletia excelsa",-0.55008,-52.22334
"Bertholletia excelsa",-0.55014,-52.22357
"Bertholletia excelsa",-0.55008,-52.22378
"Bertholletia excelsa",-0.54998,-52.22385
"Bertholletia excelsa",-0.54995,-52.22394
"Bertholletia excelsa",-0.54987,-52.22377
"Bertholletia excelsa",-0.54982,-52.22388
"Bertholletia excelsa",-0.5496,-52.22389
"Bertholletia excelsa",-0.54958,-52.22372
"Bertholletia excelsa",-0.54991,-52.22424
"Bertholletia excelsa",-0.54992,-52.22423
"Bertholletia excelsa",-0.54992,-52.22424
"Bertholletia excelsa",-0.54993,-52.22424
"Bertholletia excelsa",-0.55013,-52.22401
"Bertholletia excelsa",-0.55021,-52.22401
"Bertholletia excelsa",-0.5501,-52.224
"Bertholletia excelsa",-0.55009,-52.22396
"Bertholletia excelsa",-0.55014,-52.22375
"Bertholletia excelsa",-0.55038,-52.22424
"Bertholletia excelsa",-0.55039,-52.22422
"Bertholletia excelsa",-0.55038,-52.22429
"Bertholletia excelsa",-0.55034,-52.2243
"Bertholletia excelsa",-0.5502,-52.22454
"Bertholletia excelsa",-0.55013,-52.22448
"Bertholletia excelsa",-0.55028,-52.22451
"Bertholletia excelsa",-0.55006,-52.22457
"Bertholletia excelsa",-0.54952,-52.22424
"Bertholletia excelsa",-0.54965,-52.22446
"Bertholletia excelsa",-0.54958,-52.22427
"Bertholletia excelsa",-0.5495,-52.22428
"Bertholletia excelsa",-0.5495,-52.22425
"Bertholletia excelsa",-0.54954,-52.22438
"Bertholletia excelsa",-0.54936,-52.22438
"Bertholletia excelsa",-0.54915,-52.22404
"Bertholletia excelsa",-0.54935,-52.22405
"Bertholletia excelsa",-0.5491,-52.22428
"Bertholletia excelsa",-0.54943,-52.22473
"Bertholletia excelsa",-0.54951,-52.22463
"Bertholletia excelsa",-0.54965,-52.2246
"Bertholletia excelsa",-0.54969,-52.22459
"Bertholletia excelsa",-0.54982,-52.22469
"Bertholletia excelsa",-0.55015,-52.22481
"Bertholletia excelsa",-0.5502,-52.22491
"Bertholletia excelsa",-0.54986,-52.22511
"Bertholletia excelsa",-0.54983,-52.22535
"Bertholletia excelsa",-0.54932,-52.22756
"Bertholletia excelsa",-0.5493,-52.22768
"Bertholletia excelsa",-0.54933,-52.22767
"Bertholletia excelsa",-0.54958,-52.22816
"Bertholletia excelsa",-0.54957,-52.22816
"Bertholletia excelsa",-0.54945,-52.22805
"Bertholletia excelsa",-0.54946,-52.22821
"Bertholletia excelsa",-0.54948,-52.22839
"Bertholletia excelsa",-0.54937,-52.22838
"Bertholletia excelsa",-0.54933,-52.22846
"Bertholletia excelsa",-0.54934,-52.22843
"Bertholletia excelsa",-0.54926,-52.22842
"Bertholletia excelsa",-0.54932,-52.22835
"Bertholletia excelsa",-0.54932,-52.22832
"Bertholletia excelsa",-0.54934,-52.22828
"Bertholletia excelsa",-0.54927,-52.22825
"Bertholletia excelsa",-0.54928,-52.22815
"Bertholletia excelsa",-0.54894,-52.22823
"Bertholletia excelsa",-0.54909,-52.22832
"Bertholletia excelsa",-0.54891,-52.2283
"Bertholletia excelsa",-0.54897,-52.22828
"Bertholletia excelsa",-0.5489,-52.22823
"Bertholletia excelsa",-0.54891,-52.22819
"Bertholletia excelsa",-0.54886,-52.2283
"Bertholletia excelsa",-0.54882,-52.22829
"Bertholletia excelsa",-0.54878,-52.22829
"Bertholletia excelsa",-0.5487,-52.22827
"Bertholletia excelsa",-0.54868,-52.22824
"Bertholletia excelsa",-0.54876,-52.2284
"Bertholletia excelsa",-0.54881,-52.22853
"Bertholletia excelsa",-0.54881,-52.2286
"Bertholletia excelsa",-0.54895,-52.22849
"Bertholletia excelsa",-0.5488,-52.22866
"Bertholletia excelsa",-0.54876,-52.22864
"Bertholletia excelsa",-0.54879,-52.22865
"Bertholletia excelsa",-0.54881,-52.22879
"Bertholletia excelsa",-0.54886,-52.2288
"Bertholletia excelsa",-0.54889,-52.22865
"Bertholletia excelsa",-0.54899,-52.22865
"Bertholletia excelsa",-0.54897,-52.22866
"Bertholletia excelsa",-0.54905,-52.22866
"Bertholletia excelsa",-0.54896,-52.22873
"Bertholletia excelsa",-0.54913,-52.22703
"Bertholletia excelsa",-0.54907,-52.22698
"Bertholletia excelsa",-0.54918,-52.22696
"Bertholletia excelsa",-0.54942,-52.22683
"Bertholletia excelsa",-0.54944,-52.22687
"Bertholletia excelsa",-0.54953,-52.22684
"Bertholletia excelsa",-0.54957,-52.22683
"Bertholletia excelsa",-0.4226,-51.96482
"Bertholletia excelsa",-0.42257,-51.96455
"Bertholletia excelsa",-0.42244,-51.96485
"Bertholletia excelsa",-0.42188,-51.96502
"Bertholletia excelsa",-0.42139,-51.96518
"Bertholletia excelsa",-0.42133,-51.9652
"Bertholletia excelsa",-0.42098,-51.96517
"Bertholletia excelsa",-0.42086,-51.96518
"Bertholletia excelsa",-0.4209,-51.96533
"Bertholletia excelsa",-0.42032,-51.96549
"Bertholletia excelsa",-0.42018,-51.96547
"Bertholletia excelsa",-0.41996,-51.96534
"Bertholletia excelsa",-0.42033,-51.96531
"Bertholletia excelsa",-0.4203,-51.96529
"Bertholletia excelsa",-0.42045,-51.96527
"Bertholletia excelsa",-0.42044,-51.96527
"Bertholletia excelsa",-0.42044,-51.96526
"Bertholletia excelsa",-0.42056,-51.96526
"Bertholletia excelsa",-0.42074,-51.9652
"Bertholletia excelsa",-0.42073,-51.9652
"Bertholletia excelsa",-0.42106,-51.96508
"Bertholletia excelsa",-0.42131,-51.96498
"Bertholletia excelsa",-0.42175,-51.96474
"Bertholletia excelsa",-0.42218,-51.96461
"Bertholletia excelsa",-0.4221,-51.96456
"Bertholletia excelsa",-0.42209,-51.9646
"Bertholletia excelsa",-0.42234,-51.96458
"Bertholletia excelsa",-0.4223,-51.9643
"Bertholletia excelsa",-0.42221,-51.9644
"Bertholletia excelsa",-0.42172,-51.96455
"Bertholletia excelsa",-0.42138,-51.9646
"Bertholletia excelsa",-0.42037,-51.96491
"Bertholletia excelsa",-0.41993,-51.965
"Bertholletia excelsa",-0.41996,-51.96499
"Bertholletia excelsa",-0.41972,-51.96488
"Bertholletia excelsa",-0.41978,-51.96475
"Bertholletia excelsa",-0.42011,-51.96474
"Bertholletia excelsa",-0.42078,-51.96451
"Bertholletia excelsa",-0.421,-51.96449
"Bertholletia excelsa",-0.42131,-51.96441
"Bertholletia excelsa",-0.4214,-51.96447
"Bertholletia excelsa",-0.42179,-51.96422
"Bertholletia excelsa",-0.42235,-51.96401
"Bertholletia excelsa",-0.54876,-52.22448
"Bertholletia excelsa",-0.54724,-52.22385
"Bertholletia excelsa",-0.42099,-51.9651
"Bertholletia excelsa",-0.42135,-51.96455
"Bertholletia excelsa",-0.42078,-51.96452
"Bertholletia excelsa",-0.42046,-51.96476
"Bertholletia excelsa",-0.56335,-52.30764
"Bertholletia excelsa",-0.5852,-52.23786
"Bertholletia excelsa",-0.58518,-52.23745
"Bertholletia excelsa",-0.58536,-52.23756
"Bertholletia excelsa",-0.58521,-52.23741
"Bertholletia excelsa",-0.58542,-52.23721
"Bertholletia excelsa",-0.58562,-52.23676
"Bertholletia excelsa",-0.58587,-52.23681
"Bertholletia excelsa",-0.58587,-52.23697
"Bertholletia excelsa",-0.58575,-52.2371
"Bertholletia excelsa",-0.58562,-52.23691
"Bertholletia excelsa",-0.58633,-52.23701
"Bertholletia excelsa",-0.58609,-52.23733
"Bertholletia excelsa",-0.58586,-52.23781
"Bertholletia excelsa",-0.58549,-52.23839
"Bertholletia excelsa",-0.58627,-52.23759
"Bertholletia excelsa",-0.58657,-52.23723
"Bertholletia excelsa",-0.58664,-52.23706
"Bertholletia excelsa",-0.58695,-52.23658
"Bertholletia excelsa",-0.58658,-52.23756
"Bertholletia excelsa",-0.58679,-52.23799
"Bertholletia excelsa",-0.58657,-52.23829
"Bertholletia excelsa",-0.58611,-52.23871
"Bertholletia excelsa",-0.586,-52.23885
"Bertholletia excelsa",-0.58688,-52.23847
"Bertholletia excelsa",-0.58666,-52.2393
"Bertholletia excelsa",-0.58688,-52.23919
"Bertholletia excelsa",-0.58719,-52.23882
"Bertholletia excelsa",-0.58661,-52.23959
"Bertholletia excelsa",-0.54894,-52.17671
"Bertholletia excelsa",-0.58477,-52.2377
"Bertholletia excelsa",-0.58648,-52.23575
"Bertholletia excelsa",-0.58677,-52.23968
"Bertholletia excelsa",-0.58853,-52.23749
"Bertholletia excelsa",-0.56248,-52.30608
"Bertholletia excelsa",-0.56244,-52.30622
"Bertholletia excelsa",-0.56252,-52.30621
"Bertholletia excelsa",-0.56255,-52.30657
"Bertholletia excelsa",-0.56263,-52.30655
"Bertholletia excelsa",-0.56259,-52.30693
"Bertholletia excelsa",-0.56285,-52.30706
"Bertholletia excelsa",-0.56284,-52.30705
"Bertholletia excelsa",-0.56302,-52.30732
"Bertholletia excelsa",-0.56298,-52.3075
"Bertholletia excelsa",-0.56312,-52.30743
"Bertholletia excelsa",-0.56314,-52.30749
"Bertholletia excelsa",-0.5625,-52.30595
"Bertholletia excelsa",-0.56271,-52.30596
"Bertholletia excelsa",-0.56273,-52.30642
"Bertholletia excelsa",-0.56287,-52.3064
"Bertholletia excelsa",-0.5631,-52.30697
"Bertholletia excelsa",-0.56317,-52.30722
"Bertholletia excelsa",-0.56328,-52.30763
"Bertholletia excelsa",-0.56332,-52.30763
"Bertholletia excelsa",-0.56334,-52.30777
"Bertholletia excelsa",-0.56357,-52.30787
"Bertholletia excelsa",-0.56369,-52.30792
"Bertholletia excelsa",-0.5637,-52.30792
"Bertholletia excelsa",-0.56382,-52.3079
"Bertholletia excelsa",-0.56346,-52.30745
"Bertholletia excelsa",-0.56347,-52.30721
"Bertholletia excelsa",-0.56328,-52.30719
"Bertholletia excelsa",-0.56332,-52.307
"Bertholletia excelsa",-0.5634,-52.30701
"Bertholletia excelsa",-0.56305,-52.30653
"Bertholletia excelsa",-0.56302,-52.30651
"Bertholletia excelsa",-0.563,-52.30639
"Bertholletia excelsa",-0.5629,-52.30594
"Bertholletia excelsa",-0.56296,-52.30569
"Bertholletia excelsa",-0.56312,-52.30614
"Bertholletia excelsa",-0.5632,-52.30625
"Bertholletia excelsa",-0.56349,-52.30695
"Bertholletia excelsa",-0.56346,-52.30696
"Bertholletia excelsa",-0.56361,-52.30711
"Bertholletia excelsa",-0.56365,-52.30717
"Bertholletia excelsa",-0.56384,-52.30705
"Bertholletia excelsa",-0.56375,-52.30699
"Bertholletia excelsa",-0.56385,-52.30674
"Bertholletia excelsa",-0.56362,-52.3065
"Bertholletia excelsa",-0.56342,-52.30609
"Bertholletia excelsa",-0.56318,-52.30597
"Bertholletia excelsa",-0.56327,-52.30555
"Bertholletia excelsa",-0.56357,-52.30592
"Bertholletia excelsa",-0.56349,-52.30595
"Bertholletia excelsa",-0.56366,-52.30626
"Bertholletia excelsa",-0.56413,-52.30718
"Bertholletia excelsa",-0.56435,-52.30765
"Bertholletia excelsa",-0.56421,-52.30711
"Bertholletia excelsa",-0.56417,-52.30687
"Bertholletia excelsa",-0.56403,-52.30647
"Bertholletia excelsa",-0.56388,-52.30633
"Bertholletia excelsa",-0.56393,-52.30621
"Bertholletia excelsa",-0.56369,-52.30581
"Bertholletia excelsa",-0.56386,-52.30551
"Bertholletia excelsa",-0.56418,-52.30613
"Bertholletia excelsa",-0.56408,-52.30616
"Bertholletia excelsa",-0.5643,-52.30613
"Bertholletia excelsa",-0.56441,-52.30686
"Bertholletia excelsa",-0.56441,-52.30701
"Bertholletia excelsa",-0.56446,-52.30696
"Bertholletia excelsa",-0.56468,-52.30718
"Bertholletia excelsa",-0.56461,-52.30735
"Bertholletia excelsa",-0.56487,-52.3076
"Bertholletia excelsa",-0.5649,-52.30747
"Bertholletia excelsa",-0.56505,-52.30732
"Bertholletia excelsa",-0.56493,-52.3072
"Bertholletia excelsa",-0.56462,-52.30655
"Bertholletia excelsa",-0.56452,-52.30634
"Bertholletia excelsa",-0.56441,-52.30623
"Bertholletia excelsa",-0.56433,-52.30605
"Bertholletia excelsa",-0.56402,-52.30553
"Bertholletia excelsa",-0.56423,-52.30507
"Bertholletia excelsa",-0.56449,-52.30564
"Bertholletia excelsa",-0.56463,-52.30578
"Bertholletia excelsa",-0.56459,-52.30608
"Bertholletia excelsa",-0.56493,-52.30642
"Bertholletia excelsa",-0.56516,-52.30705
"Bertholletia excelsa",-0.56548,-52.30695
"Bertholletia excelsa",-0.56527,-52.30689
"Bertholletia excelsa",-0.56513,-52.30658
"Bertholletia excelsa",-0.56502,-52.30625
"Bertholletia excelsa",-0.56457,-52.30573
"Bertholletia excelsa",-0.56451,-52.30544
"Bertholletia excelsa",-0.56441,-52.30496
"Bertholletia excelsa",-0.5649,-52.30534
"Bertholletia excelsa",-0.56502,-52.30572
"Bertholletia excelsa",-0.56493,-52.30585
"Bertholletia excelsa",-0.56537,-52.30639
"Bertholletia excelsa",-0.56559,-52.30723
"Bertholletia excelsa",-0.56349,-52.30714
"Bertholletia excelsa",-0.56284,-52.30723
"Bertholletia excelsa",-0.56399,-52.30792
"Bertholletia excelsa",-0.56216,-52.30596
"Bertholletia excelsa",-0.56334,-52.30833
"Bertholletia excelsa",-0.56589,-52.30727
"Bertholletia excelsa",-0.56476,-52.30484
"Bertholletia excelsa",-0.41293,-52.06281
"Bertholletia excelsa",-0.58105,-52.22381
"Bertholletia excelsa",-0.58107,-52.22366
"Bertholletia excelsa",-0.58149,-52.2231
"Bertholletia excelsa",-0.58156,-52.22299
"Bertholletia excelsa",-0.58194,-52.22147
"Bertholletia excelsa",-0.58218,-52.2217
"Bertholletia excelsa",-0.58143,-52.22381
"Bertholletia excelsa",-0.58156,-52.22396
"Bertholletia excelsa",-0.58147,-52.22389
"Bertholletia excelsa",-0.58175,-52.22357
"Bertholletia excelsa",-0.58204,-52.22315
"Bertholletia excelsa",-0.58213,-52.22254
"Bertholletia excelsa",-0.58258,-52.22232
"Bertholletia excelsa",-0.58173,-52.22385
"Bertholletia excelsa",-0.58197,-52.22392
"Bertholletia excelsa",-0.58179,-52.22399
"Bertholletia excelsa",-0.58226,-52.22389
"Bertholletia excelsa",-0.58216,-52.22382
"Bertholletia excelsa",-0.58224,-52.22334
"Bertholletia excelsa",-0.58227,-52.22316
"Bertholletia excelsa",-0.58285,-52.22232
"Bertholletia excelsa",-0.5832,-52.2219
"Bertholletia excelsa",-0.58299,-52.22231
"Bertholletia excelsa",-0.5829,-52.22281
"Bertholletia excelsa",-0.58235,-52.22367
"Bertholletia excelsa",-0.58249,-52.22332
"Bertholletia excelsa",-0.58237,-52.22366
"Bertholletia excelsa",-0.58199,-52.22417
"Bertholletia excelsa",-0.58246,-52.22406
"Bertholletia excelsa",-0.58266,-52.22366
"Bertholletia excelsa",-0.58296,-52.22273
"Bertholletia excelsa",-0.58291,-52.22374
"Bertholletia excelsa",-0.58266,-52.22454
"Bertholletia excelsa",-0.58287,-52.22445
"Bertholletia excelsa",-0.58349,-52.22297
"Bertholletia excelsa",-0.58372,-52.22226
"Bertholletia excelsa",-0.58385,-52.22253
"Bertholletia excelsa",-0.5837,-52.22271
"Bertholletia excelsa",-0.58305,-52.22452
"Bertholletia excelsa",-0.58314,-52.22472
"Bertholletia excelsa",-0.5833,-52.22451
"Bertholletia excelsa",-0.58322,-52.22448
"Bertholletia excelsa",-0.58327,-52.22438
"Bertholletia excelsa",-0.58353,-52.22398
"Bertholletia excelsa",-0.58392,-52.22351
"Bertholletia excelsa",-0.58364,-52.22354
"Bertholletia excelsa",-0.58393,-52.22321
"Bertholletia excelsa",-0.58426,-52.22257
"Bertholletia excelsa",-0.5841,-52.22288
"Bertholletia excelsa",-0.58414,-52.22295
"Bertholletia excelsa",-0.58422,-52.22307
"Bertholletia excelsa",-0.584,-52.2235
"Bertholletia excelsa",-0.58389,-52.22406
"Bertholletia excelsa",-0.58384,-52.22369
"Bertholletia excelsa",-0.58275,-52.22445
"Bertholletia excelsa",-0.58273,-52.22445
"Bertholletia excelsa",-0.58276,-52.22435
"Bertholletia excelsa",-0.58093,-52.22385
"Bertholletia excelsa",-0.58199,-52.22135
"Bertholletia excelsa",-0.58341,-52.22499
"Bertholletia excelsa",-0.58451,-52.22241
"Bertholletia excelsa",-5.95094,-61.88992
"Bertholletia excelsa",-5.05275,-61.89494
"Bertholletia excelsa",-5.97122,-61.94458
"Bertholletia excelsa",-5.96044,-61.86925
"Bertholletia excelsa",-6.09542,-61.86858
"Bertholletia excelsa",-6.02506,-61.84611
"Bertholletia excelsa",-6.02872,-61.85656
"Bertholletia excelsa",-6.02828,-61.81292
"Bertholletia excelsa",-6.02808,-61.88728
"Bertholletia excelsa",-6.04678,-61.883
"Bertholletia excelsa",-5.9,-76.1
"Bertholletia excelsa",-3.5,-73.2
"Bertholletia excelsa",-11.89,-71.41
"Bertholletia excelsa",-11.9,-71.3
"Bertholletia excelsa",-12.6,-70.1
"Bertholletia excelsa",-12.36,-69.24
"Bertholletia excelsa",-12.66,-69.23
"Bertholletia excelsa",-12.6,-69.2
"Bertholletia excelsa",-12.6,-69.1833
"Bertholletia excelsa",-13.03,-68.84
"Bertholletia excelsa",-9.0833,-68.6667
"Bertholletia excelsa",-12,-68.3
"Bertholletia excelsa",-12.0166,-68.2166
"Bertholletia excelsa",-10.8,-68.1
"Bertholletia excelsa",-11.7,-68
"Bertholletia excelsa",-10,-67.8333
"Bertholletia excelsa",-10,-67.7833
"Bertholletia excelsa",-12.4,-67.6
"Bertholletia excelsa",-11,-66.2
"Bertholletia excelsa",-10.57,-66.1
"Bertholletia excelsa",-11.8,-66
"Bertholletia excelsa",-11,-66
"Bertholletia excelsa",-11.1,-65.8
"Bertholletia excelsa",-10.03,-65.42
"Bertholletia excelsa",-9.7,-65.4
"Bertholletia excelsa",2.2,-65.1
"Bertholletia excelsa",2.6667,-64.6167
"Bertholletia excelsa",2.7,-64.6
"Bertholletia excelsa",-9.9333,-63.0667
"Bertholletia excelsa",-8.9291,-62.0912
"Bertholletia excelsa",-3.3833,-60.2667
"Bertholletia excelsa",2.8,-59.5
"Bertholletia excelsa",2.4,-59.3
"Bertholletia excelsa",4,-57.5
"Bertholletia excelsa",5.5,-55.2
"Bertholletia excelsa",-1.9167,-54.7667
"Bertholletia excelsa",-2.5333,-54.75
"Bertholletia excelsa",-3.5333,-52.2333
"Bertholletia excelsa",-5.3667,-49.1
"Bertholletia excelsa",1.18,-58.8
"Bertholletia excelsa",-0.593,-72.367
"Bertholletia excelsa",-2.643,-70.081
"Bertholletia excelsa",1.089,-70.107
"Bertholletia excelsa",0.074,-72.451
"Bertholletia excelsa",-0.133,-74.853
"Bertholletia excelsa",-4.25,-62.37
"Bertholletia excelsa",-5.941,-61.77
"Bertholletia excelsa",-1.334,-56.84
"Bertholletia excelsa",-1.31,-56.67
"Bertholletia excelsa",-1.39,-56.5228
"Bertholletia excelsa",-10.39,-69.23
"Bertholletia excelsa",-11.06,-69.28
"Bertholletia excelsa",-10.49,-67.25
"Bertholletia excelsa",-10.85,-66.85
"Bertholletia excelsa",-11.59,-65.43
"Bertholletia excelsa",-4.14,-62.23
"Bertholletia excelsa",-3.27,-70.15
"Bertholletia excelsa",-1.579,-71
"Bertholletia excelsa",-12.13,-69.34
"Bertholletia excelsa",-10.88629,-68.54144
"Bertholletia excelsa",-10.71758,-68.41474
"Bertholletia excelsa",-10.59232,-67.96997
"Bertholletia excelsa",-10.33157,-67.69268
"Bertholletia excelsa",1.91904,-61.87409
"Bertholletia excelsa",-9.77778,-68.05142
"Bertholletia excelsa",0.84875,-59.31876
"Bertholletia excelsa",-9.65165,-63.33999
"Bertholletia excelsa",-9.61128,-62.28637
"Bertholletia excelsa",-9.95608,-64.13262
"Bertholletia excelsa",-3.54481,-60.17474
"Bertholletia excelsa",-3.49247,-61.73383
"Bertholletia excelsa",-8.96918,-68.02939
"Bertholletia excelsa",1.75013,-62.29829
"Bertholletia excelsa",-6.53913,-58.3516
"Bertholletia excelsa",-9.72076,-68.12745
"Bertholletia excelsa",-9.22107,-68.52343
"Bertholletia excelsa",-10.0837,-67.88443
"Bertholletia excelsa",-10.60668,-67.88599
"Bertholletia excelsa",-9.26468,-66.05642
"Bertholletia excelsa",-10.17771,-67.69792
"Bertholletia excelsa",-1.68981,-61.81669
"Bertholletia excelsa",-7.71905,-67.10163
"Bertholletia excelsa",-7.58475,-66.33905
"Bertholletia excelsa",-9.10448,-68.4116
"Bertholletia excelsa",-1.33704,-62.23788
"Bertholletia excelsa",-2.51201,-65.89718
"Bertholletia excelsa",-11.56578,-61.10074
"Bertholletia excelsa",-3.08619,-64.98184
"Bertholletia excelsa",-3.1642,-63.76656
"Bertholletia excelsa",-1.71527,-62.82259
"Bertholletia excelsa",-1.64962,-62.92934
"Bertholletia excelsa",-3.47162,-64.95839
"Bertholletia excelsa",-8.21609,-67.34167
"Bertholletia excelsa",-1.7675,-67.6398
"Bertholletia excelsa",-8.45759,-67.44324
"Bertholletia excelsa",-0.63294,-64.32087
"Bertholletia excelsa",-8.58045,-66.0469
"Bertholletia excelsa",-1.90879,-66.92496
"Bertholletia excelsa",-9.31014,-67.32103
"Bertholletia excelsa",-1.22548,-66.3578
"Bertholletia excelsa",-2.71171,-66.65831
"Bertholletia excelsa",-2.53138,-66.14341
"Bertholletia excelsa",-9.48901,-66.12745
"Bertholletia excelsa",-7.96447,-60.61659
"Bertholletia excelsa",-6.37049,-61.81885
"Bertholletia excelsa",-7.95212,-61.56377
"Bertholletia excelsa",-7.65739,-65.77566
"Bertholletia excelsa",-7.63175,-65.66899
"Bertholletia excelsa",-6.02686,-62.51327
"Bertholletia excelsa",-7.82672,-61.32302
"Bertholletia excelsa",-6.08733,-60.37246
"Bertholletia excelsa",-6.5861,-61.65507
"Bertholletia excelsa",-4.79785,-64.82939
"Bertholletia excelsa",-3.08299,-61.56935
"Bertholletia excelsa",-3.10336,-60.96265
"Bertholletia excelsa",-3.08905,-61.38184
"Bertholletia excelsa",-8.5871,-61.16429
"Bertholletia excelsa",-8.02104,-61.87802
"Bertholletia excelsa",-2.48756,-61.4317
"Bertholletia excelsa",-8.3522,-61.09704
"Bertholletia excelsa",-8.02112,-61.90715
"Bertholletia excelsa",-3.51263,-61.55876
"Bertholletia excelsa",-9.06431,-61.48182
"Bertholletia excelsa",-9.78405,-60.58353
"Bertholletia excelsa",-5.57577,-64.33801
"Bertholletia excelsa",-9.33274,-61.89883
"Bertholletia excelsa",-9.61796,-61.97982
"Bertholletia excelsa",-2.98968,-61.70453
"Bertholletia excelsa",-5.9691,-62.48193
"Bertholletia excelsa",-4.93645,-63.90728
"Bertholletia excelsa",-6.17443,-60.07878
"Bertholletia excelsa",-7.02594,-63.11293
"Bertholletia excelsa",-5.72309,-63.49051
"Bertholletia excelsa",-10.96104,-61.90857
"Bertholletia excelsa",-8.90286,-62.40074
"Bertholletia excelsa",-7.24361,-64.7383
"Bertholletia excelsa",-10.89632,-64.88982
"Bertholletia excelsa",-7.11453,-63.11086
"Bertholletia excelsa",-8.35759,-65.74097
"Bertholletia excelsa",-6.02006,-62.51435
"Bertholletia excelsa",-7.95603,-64.2678
"Bertholletia excelsa",-9.0211,-66.7089
"Bertholletia excelsa",0.82122,-59.8402
"Bertholletia excelsa",1.45107,-57.75777
"Bertholletia excelsa",-10.24992,-67.8566
"Bertholletia excelsa",2.38387,-61.9488
"Bertholletia excelsa",-8.88751,-67.81452
"Bertholletia excelsa",-7.68735,-61.06732
"Bertholletia excelsa",-0.53671,-60.91912
"Bertholletia excelsa",-0.23892,-60.15718
"Bertholletia excelsa",-10.42203,-61.58789
"Bertholletia excelsa",-7.23012,-60.02504
"Bertholletia excelsa",-0.78979,-62.51306
"Bertholletia excelsa",-3.40266,-64.6362
"Bertholletia excelsa",-9.44487,-64.66779
"Bertholletia excelsa",-7.91432,-61.11495
"Bertholletia excelsa",-9.67526,-65.89289
"Bertholletia excelsa",-9.42888,-65.20824
"Bertholletia excelsa",-7.91906,-60.07393
"Bertholletia excelsa",-8.6059,-65.74419
"Bertholletia excelsa",-1.87288,-62.55091
"Bertholletia excelsa",-0.77663,-62.02512
"Bertholletia excelsa",-9.45737,-65.76466
"Bertholletia excelsa",-10.7653,-62.1714
"Bertholletia excelsa",-8.83757,-64.30546
"Bertholletia excelsa",-10.84966,-62.32641
"Bertholletia excelsa",-7.94784,-61.81772
"Bertholletia excelsa",-1.52115,-63.28655
"Bertholletia excelsa",-0.46755,-61.78356
"Bertholletia excelsa",-1.07617,-62.0437
"Bertholletia excelsa",-0.23148,-60.4546
